City_ID,city,lat,temp,humidity,cloudiness,wind_speed,date,country
100,San Bernardino,34.6667,40.48,11,5,1.5,1722824931,US
101,Modesto,37.6391,33.74,33,0,6.17,1722824931,US
102,Fontana,34.0922,32.85,34,0,6.69,1722824931,US
103,Des Moines,41.6005,28.49,82,0,0.0,1722824776,US
104,Moreno Valley,33.9375,33.17,34,0,5.14,1722824666,US
105,Santa Clarita,34.3917,32.57,27,47,1.34,1722824931,US
106,Fayetteville,35.0527,24.52,92,0,3.09,1722824496,US
107,Birmingham,33.5207,27.41,79,20,1.54,1722824931,US
108,Oxnard,34.1975,24.93,62,0,2.57,1722824932,US
109,Rochester,43.1548,22.49,75,0,2.06,1722824850,US
110,Port St. Lucie,27.2939,24.53,94,75,3.6,1722824932,US
111,Grand Rapids,42.9634,22.73,73,40,2.07,1722824932,US
112,Huntsville,34.7304,26.99,77,0,3.13,1722824650,US
113,Salt Lake City,40.7608,31.9,30,0,0.89,1722824765,US
114,Frisco,33.1507,31.51,50,55,3.13,1722824832,US
115,Yonkers,40.9312,23.07,87,0,2.57,1722824932,US
116,Amarillo,35.222,28.42,35,0,0.89,1722824778,US
117,Glendale,33.5387,41.58,21,0,10.8,1722824656,US
118,Huntington Beach,33.6603,27.0,55,40,4.12,1722824932,US
119,McKinney,33.1976,31.43,52,0,3.09,1722824238,US
120,Montgomery,39.1501,24.25,89,0,2.06,1722824462,US
121,Augusta,48.3667,16.8,94,100,0.51,1722824933,DE
122,Aurora,39.7294,26.86,39,75,2.68,1722824629,US
123,Akron,41.0814,22.27,78,0,0.0,1722824933,US
124,Little Rock,34.7465,27.71,73,0,2.68,1722824933,US
125,Tempe,33.4148,40.88,22,75,10.8,1722824933,US
126,Columbus,39.9612,24.77,82,100,0.0,1722824544,US
127,Overland Park,38.9822,27.2,57,0,2.06,1722824727,US
128,Grand Prairie,32.746,31.56,50,0,5.66,1722824745,US
129,Tallahassee,30.4383,25.13,93,75,6.17,1722824831,US
130,Cape Coral,26.5629,28.27,84,100,6.69,1722824822,US
131,Mobile,30.7835,27.97,81,40,2.06,1722824841,US
132,Knoxville,35.9606,24.02,86,0,2.57,1722824934,US
133,Shreveport,32.5251,28.2,71,0,0.0,1722824812,US
134,Worcester,42.3334,20.56,97,0,4.63,1722824771,US
135,Ontario,34.0633,32.02,34,75,6.69,1722824761,US
136,Vancouver,49.2497,25.69,56,20,3.6,1722824750,CA
137,Sioux Falls,43.55,22.6,88,100,4.12,1722824797,US
138,Chattanooga,35.0456,25.1,82,0,0.83,1722824653,US
139,Brownsville,25.9018,27.92,83,0,3.09,1722824934,US
140,Fort Lauderdale,26.1223,26.28,84,40,3.09,1722824640,US
141,Providence,41.824,21.37,90,75,3.09,1722824396,US
142,Newport News,36.9788,24.33,81,100,5.14,1722824681,US
143,Rancho Cucamonga,34.1064,32.01,33,75,6.69,1722824935,US
144,Santa Rosa,14.3122,29.65,80,85,4.88,1722824784,PH
145,Peoria,40.7667,26.15,80,40,3.09,1722824932,US
146,Oceanside,33.1959,23.44,81,75,3.09,1722824653,US
147,Elk Grove,38.4088,33.91,23,0,4.12,1722824752,US
148,Salem,11.65,23.71,95,100,0.58,1722824383,IN
149,Pembroke Pines,26.0032,26.26,88,0,3.09,1722824927,US
150,Eugene,44.0521,31.09,38,0,2.68,1722824668,US
151,Garden Grove,33.7739,28.1,49,0,4.12,1722824774,US
152,Cary,35.7915,23.79,91,74,1.34,1722824589,US
153,Fort Collins,40.5853,26.9,44,64,3.58,1722824669,US
154,Corona,33.8753,31.64,36,0,6.17,1722824936,US
155,Springfield,37.2153,25.69,77,0,0.45,1722824725,US
156,Jackson,42.4165,33.56,32,14,3.58,1722824877,US
157,Alexandria,31.2156,21.3,67,2,0.8,1722824936,EG
158,Hayward,37.6688,19.38,73,75,5.66,1722824685,US
159,Clarksville,36.5298,25.72,85,0,2.06,1722824079,US
160,Lakewood,39.7047,26.31,41,100,0.45,1722824936,US
161,Lancaster,40.2504,24.22,85,0,0.45,1722824794,US
162,Salinas,36.6777,16.56,84,75,6.17,1722824936,US
163,Palmdale,34.5794,33.32,24,0,1.79,1722824855,US
164,Hollywood,34.0983,30.99,38,0,3.6,1722824827,US
165,Springfield,37.2153,25.69,77,0,0.45,1722824725,US
166,Macon,39.8667,25.68,78,0,0.0,1722824937,US
167,Kansas City,39.0997,27.76,55,2,3.03,1722824392,US
168,Sunnyvale,37.3688,21.24,69,0,6.17,1722824937,US
169,Pomona,34.0553,31.36,36,0,6.69,1722824937,US
170,Killeen,31.1171,30.87,55,75,3.6,1722824937,US
171,Escondido,33.1192,25.24,64,0,2.68,1722824937,US
172,Pasadena,29.6911,29.83,76,40,3.6,1722824937,US
173,Naperville,41.7859,25.71,69,75,2.57,1722824845,US
174,Bellevue,47.6104,28.46,46,0,3.6,1722824670,US
175,Joliet,41.525,25.5,81,40,2.06,1722824938,US
176,Murfreesboro,35.8456,27.19,75,20,0.0,1722824878,US
177,Midland,31.9974,30.33,36,0,2.57,1722824938,US
178,Rockford,42.2711,25.0,83,75,0.0,1722824302,US
179,Paterson,40.9168,22.99,92,0,2.06,1722824938,US
180,Savannah,32.0835,26.02,88,100,2.06,1722824767,US
181,Bridgeport,41.167,22.29,83,93,2.23,1722824676,US
182,Torrance,33.8359,24.73,68,0,6.17,1722824938,US
183,McAllen,26.2034,31.26,60,0,5.14,1722824733,US
184,Syracuse,37.0881,24.68,78,0,1.33,1722824938,IT
185,Surprise,33.6306,41.78,21,7,5.36,1722824656,US
186,Denton,33.2001,31.6,51,69,4.77,1722824939,US
187,Roseville,38.7521,36.01,21,0,4.12,1722824859,US
188,Thornton,39.868,26.92,38,100,2.57,1722824939,US
189,Miramar,25.9873,26.26,88,0,3.09,1722824715,US
190,Pasadena,29.6911,29.83,76,40,3.6,1722824937,US
191,Mesquite,32.7668,31.14,55,0,1.54,1722824754,US
192,Olathe,38.8814,27.15,58,0,2.06,1722824652,US
193,Dayton,39.7589,24.51,85,0,0.0,1722824465,US
194,Carrollton,32.9537,31.79,51,0,5.66,1722824939,US
195,Waco,31.5493,30.22,54,0,3.09,1722824760,US
196,Orange,33.7,29.3,49,9,1.34,1722824680,US
197,Fullerton,33.8703,29.05,46,0,3.6,1722824940,US
198,Charleston,32.7766,26.13,89,0,3.09,1722824940,US
199,West Valley City,40.6916,31.86,31,0,0.89,1722824940,US
200,Visalia,36.3302,38.4,31,0,4.63,1722824889,US
201,Hampton,37.0299,24.35,83,100,5.14,1722824940,US
202,Gainesville,29.6516,23.93,61,75,7.72,1722824854,US
203,Warren,39.4334,24.76,84,0,0.0,1722824702,US
204,Coral Springs,26.2712,25.82,86,40,3.09,1722824799,US
205,Cedar Rapids,42.0083,27.35,83,0,2.57,1722824664,US
206,Round Rock,30.5083,29.72,65,0,0.0,1722824941,US
207,Sterling Heights,42.5803,25.12,74,0,3.6,1722824941,US
208,Kent,51.1667,13.29,60,60,1.8,1722824941,GB
209,Columbia,34.0007,24.56,85,20,3.09,1722824136,US
210,Santa Clara,22.4,26.81,89,75,2.06,1722824942,CU
211,New Haven,41.4001,21.62,91,0,1.34,1722824942,US
212,Stamford,41.0534,22.64,91,75,3.09,1722824942,US
213,Concord,37.978,23.19,53,0,2.68,1722824942,US
214,Elizabeth,40.664,22.99,90,75,3.6,1722824942,US
215,Athens,37.9795,28.19,57,6,2.24,1722824942,GR
216,Thousand Oaks,34.1706,27.35,45,54,1.34,1722824666,US
217,Lafayette,30.2335,29.6,72,0,1.47,1722824695,US
218,Simi Valley,34.2695,28.56,43,33,2.24,1722824942,US
219,Topeka,39.0483,27.17,59,0,2.06,1722824647,US
220,Norman,35.2226,30.45,51,0,3.09,1722824742,US
221,Fargo,46.8772,21.12,73,0,3.6,1722824312,US
222,Wilmington,34.2257,25.75,88,0,3.09,1722824943,US
223,Abilene,32.4487,32.13,34,0,7.72,1722824943,US
224,Odessa,46.4775,20.86,64,62,5.21,1722824943,UA
225,Columbia,34.0007,24.56,85,20,3.09,1722824136,US
226,Pearland,29.5636,29.67,79,0,2.57,1722824943,US
227,Victorville,34.5361,33.07,22,81,6.27,1722824943,US
228,Hartford,41.7668,21.39,97,100,1.54,1722824861,US
229,Vallejo,38.1041,21.07,73,0,6.69,1722824847,US
230,Allentown,40.6084,24.41,75,0,1.54,1722824716,US
231,Berkeley,37.8716,18.17,76,40,5.66,1722824944,US
232,Richardson,32.9482,31.37,53,0,4.12,1722824744,US
233,Arvada,39.8028,26.76,40,99,1.34,1722824944,US
234,Ann Arbor,42.2776,22.14,76,0,0.0,1722824099,US
235,Rochester,43.1548,22.49,75,0,2.06,1722824850,US
236,Cambridge,43.3601,20.81,83,9,2.07,1722824852,CA
237,Sugar Land,29.6197,30.24,73,0,3.09,1722824665,US
238,Lansing,42.7325,22.05,81,0,0.0,1722824670,US
239,Evansville,37.9748,25.46,83,0,0.0,1722824910,US
240,College Station,30.628,29.42,60,0,3.78,1722824721,US
241,Fairfield,41.2668,21.63,82,96,1.71,1722824704,US
242,Clearwater,27.9659,26.57,91,100,8.05,1722824724,US
243,Beaumont,30.0861,28.49,75,0,1.54,1722824879,US
244,Independence,39.0911,26.98,57,1,3.0,1722824945,US
245,Provo,40.2338,31.76,38,0,2.06,1722824945,US
246,West Jordan,40.6097,31.85,30,0,0.89,1722824777,US
247,Murrieta,33.5539,28.82,49,0,3.09,1722824945,US
248,Palm Bay,28.0345,24.69,90,20,6.69,1722824909,US
249,El Monte,34.0686,30.35,37,0,3.6,1722824649,US
250,Carlsbad,33.1581,23.45,81,75,3.09,1722824945,US
251,North Charleston,32.8886,26.01,89,75,3.09,1722824929,US
252,Temecula,33.4936,28.18,52,0,3.09,1722824750,US
253,Clovis,36.8252,38.49,25,0,5.14,1722824946,US
254,Springfield,37.2153,25.69,77,0,0.45,1722824725,US
255,Meridian,43.6121,33.06,31,0,3.6,1722824698,US
256,Westminster,39.8367,26.72,39,100,2.57,1722824946,US
257,Costa Mesa,33.6411,27.45,53,40,4.12,1722824754,US
258,High Point,35.9557,23.58,89,0,2.13,1722824718,US
259,Manchester,53.4809,16.17,78,40,3.09,1722824384,GB
260,Pueblo,38.2545,31.46,26,2,2.24,1722824872,US
261,Lakeland,28.0395,24.85,94,100,11.83,1722824743,US
262,Pompano Beach,26.2379,25.85,86,0,5.14,1722824947,US
263,West Palm Beach,26.7153,25.16,89,75,5.14,1722824665,US
264,Antioch,36.2066,26.9,87,33,3.62,1722824947,TR
265,Everett,47.979,26.81,58,0,2.57,1722824947,US
266,Downey,33.94,27.95,50,0,6.17,1722824947,US
267,Lowell,42.6334,21.89,86,0,2.57,1722824907,US
268,Centennial,39.5792,25.67,40,75,0.45,1722824947,US
269,Elgin,42.0373,25.44,68,75,2.57,1722824947,US
270,Richmond,37.5538,23.66,94,40,3.09,1722824778,US
271,Peoria,40.7667,26.15,80,40,3.09,1722824932,US
272,Broken Arrow,36.0526,30.03,48,20,3.09,1722824948,US
273,Miami Gardens,25.942,26.25,89,0,3.09,1722824948,US
274,Billings,45.7833,18.87,94,100,15.43,1722824650,US
275,Jurupa Valley,33.9925,32.93,34,0,6.69,1722824948,US
276,Sandy Springs,33.9243,25.48,80,0,3.09,1722824948,US
277,Gresham,45.4982,29.87,40,40,3.6,1722824668,US
278,Lewisville,33.0462,31.92,49,0,5.66,1722824926,US
279,Hillsboro,45.5229,29.68,46,0,4.12,1722824948,US
280,Ventura,34.4667,19.0,46,81,2.34,1722824773,US
281,Greeley,40.4233,27.94,36,0,2.57,1722824669,US
282,Inglewood,33.9617,27.88,51,32,3.64,1722824948,US
283,Waterbury,41.5582,21.63,98,0,0.0,1722824949,US
284,League City,29.5075,29.47,80,0,0.0,1722824949,US
285,Santa Maria,-29.6842,16.02,98,100,3.12,1722824283,BR
286,Tyler,32.3513,28.08,71,0,1.54,1722824949,US
287,Davie,26.0629,26.21,88,0,3.09,1722824476,US
288,Lakewood,39.7047,26.31,41,100,0.45,1722824936,US
289,Daly City,37.7058,16.58,87,22,2.24,1722824949,US
290,Boulder,40.0833,23.24,38,0,7.6,1722824949,US
291,Allen,41.0706,23.55,89,20,1.54,1722824183,US
292,West Covina,34.0686,30.78,38,0,3.6,1722824949,US
293,Sparks,39.5349,31.08,27,0,7.72,1722824950,US
294,Wichita Falls,33.9137,31.24,41,0,4.12,1722824784,US
295,Green Bay,44.5192,23.64,71,0,2.06,1722824691,US
296,San Mateo,37.4499,15.78,74,0,7.72,1722824941,US
297,Norwalk,33.9022,27.78,51,0,6.17,1722824950,US
298,Rialto,34.1064,33.44,33,0,5.14,1722824950,US
299,Las Cruces,32.3123,31.89,32,75,3.58,1722824950,US
300,Chico,39.7285,37.81,23,0,4.72,1722824950,US
301,El Cajon,32.7948,27.19,53,0,4.12,1722824950,US
302,Burbank,34.1808,31.84,35,0,3.6,1722824778,US
303,South Bend,41.6834,24.09,85,100,2.27,1722824760,US
304,Renton,47.4829,28.8,44,0,3.6,1722824680,US
305,Vista,33.2,23.89,74,0,3.09,1722824951,US
306,Davenport,41.5236,27.28,81,0,3.09,1722824739,US
307,Edinburg,55.9521,16.12,86,75,5.66,1722824700,GB
308,Tuscaloosa,33.2098,27.64,80,20,1.54,1722824951,US
309,Carmel,39.9784,25.02,83,2,1.4,1722824906,US
310,Spokane Valley,47.6732,26.85,54,0,4.12,1722824928,US
311,San Angelo,31.4638,30.76,44,24,0.89,1722824951,US
312,Vacaville,38.3566,28.35,45,0,9.26,1722824952,US
313,Clinton,42.587,25.28,76,40,3.6,1722824952,US
314,Bend,44.0582,28.09,42,40,5.66,1722824952,US
315,Woodbridge,40.5576,22.7,81,75,3.6,1722824412,US
316,San Marcos,33.1434,24.53,69,0,2.57,1722824952,US
317,Hesperia,34.4264,31.25,16,87,4.92,1722824952,US
318,Redding,40.5865,37.14,24,0,5.66,1722824952,US
319,Brockton,42.0834,21.92,96,0,0.0,1722824670,US
320,Daly City,37.7058,16.58,87,22,2.24,1722824949,US
321,Canton,23.1167,33.97,50,84,2.43,1722824952,CN
322,Erie,42.7667,22.04,83,6,2.75,1722824939,US
323,South Gate,33.9547,27.94,53,0,6.17,1722824953,US
324,Mission Viejo,33.6,27.74,55,11,1.79,1722824953,US
325,Vacaville,38.3566,28.35,45,0,9.26,1722824952,US
326,Boca Raton,26.3587,25.53,87,40,5.14,1722824424,US
327,San Marcos,33.1434,24.53,69,0,2.57,1722824952,US
328,Greenville,35.6127,24.89,97,40,2.57,1722824953,US
329,Waukegan,42.3636,24.96,81,98,0.93,1722824953,US
330,Fall River,41.7015,21.52,93,40,2.06,1722824918,US
331,Chino,34.0122,31.72,36,20,6.69,1722824941,US
332,Newton,42.337,22.08,92,0,5.14,1722824875,US
333,San Leandro,37.7249,19.12,73,40,5.66,1722824678,US
334,Reading,51.4562,13.79,81,93,3.09,1722824954,GB
335,Norwalk,33.9022,27.78,51,0,6.17,1722824950,US
336,Fort Smith,35.3859,30.04,57,0,1.92,1722824954,US
337,New Bedford,41.6362,22.31,89,40,5.36,1722824954,US
338,Trenton,40.217,23.43,93,0,2.06,1722824954,US
339,Ogden,41.223,31.12,33,2,0.45,1722824954,US
340,Hoover,33.4054,27.39,78,0,1.54,1722824613,US
341,Cicero,41.8456,26.96,60,75,2.57,1722824863,US
342,Fishers,39.9556,24.91,82,0,2.06,1722824881,US
343,Sugar Land,29.6197,30.24,73,0,3.09,1722824665,US
344,Danbury,41.3948,21.94,90,0,0.0,1722824954,US
345,Meridian,43.6121,33.06,31,0,3.6,1722824698,US
346,Indio,33.7206,42.97,18,0,3.09,1722824955,US
347,Concord,37.978,23.19,53,0,2.68,1722824942,US
348,Menifee,33.7284,33.45,27,0,4.12,1722824955,US
349,Champaign,40.1334,24.6,83,0,1.54,1722824830,US
350,Buena Park,33.8675,28.23,49,0,6.17,1722824955,US
351,Troy,42.6056,24.48,75,0,1.54,1722824955,US
352,Orem,40.2969,31.25,38,0,2.06,1722824955,US
353,Johns Creek,34.0289,25.25,81,0,0.0,1722824955,US
354,Bellingham,48.7595,24.21,70,0,1.54,1722824763,US
355,Westland,51.9967,17.49,77,75,1.54,1722824956,NL
356,Bloomington,44.8408,24.55,76,100,1.34,1722824893,US
357,Sioux City,42.5,25.39,77,95,2.24,1722824922,US
358,Warwick,41.7001,21.36,88,75,3.09,1722824840,US
359,Hemet,33.7475,34.92,25,89,4.47,1722824869,US
360,Longview,32.5007,27.84,69,0,1.54,1722824956,US
361,Farmington Hills,42.4853,23.54,76,11,1.55,1722824956,US
362,Bend,44.0582,28.09,42,40,5.66,1722824952,US
363,Lakewood,39.7047,26.31,41,100,0.45,1722824936,US
364,Merced,37.1666,33.36,38,1,5.92,1722824805,US
365,Mission,26.2159,31.39,59,0,5.14,1722824718,US
366,Chino Hills,33.9938,30.74,37,20,6.69,1722824941,US
367,Redwood City,37.4852,19.2,75,0,7.72,1722824957,US
368,Nampa,43.5407,32.91,31,0,3.6,1722824957,US
369,Alhambra,34.0953,30.16,37,0,3.6,1722824957,US
370,Bloomington,44.8408,24.55,76,100,1.34,1722824893,US
371,Rochester Hills,42.6584,24.2,73,0,1.54,1722824884,US
372,Avondale,33.4356,42.54,19,4,2.24,1722824734,US
373,Somerville,42.3876,22.29,90,75,5.14,1722824957,US
374,Palm Coast,29.585,24.22,92,40,3.09,1722824764,US
375,Bryan,30.6744,29.18,60,0,3.91,1722824866,US
376,Gary,41.5934,25.92,79,0,2.06,1722824827,US
377,Largo,27.9095,26.65,91,100,8.49,1722824958,US
378,Brooklyn Park,45.0941,23.69,79,75,4.12,1722824958,US
379,Tustin,33.7459,28.71,47,40,4.12,1722824914,US
380,St. George,45.1265,19.65,100,100,1.5,1722824958,CA
381,Cranston,41.7798,21.28,95,75,3.09,1722824694,US
382,Manteca,37.7974,33.05,28,0,4.63,1722824958,US
383,Redlands,34.0556,34.01,33,85,3.53,1722824958,US
384,Jacksonville,30.3322,25.07,93,75,8.75,1722824645,US
385,Nashua,42.7654,21.71,91,20,0.89,1722824753,US
386,Bossier City,32.516,28.15,71,0,0.0,1722824933,US
387,Lawrence,38.9717,26.99,61,2,2.91,1722824793,US
388,Plymouth,41.8334,22.2,90,20,0.0,1722824959,US
389,Dearborn,42.3223,24.88,78,0,2.57,1722824400,US
390,Santa Fe,-31.6333,13.07,66,1,3.58,1722824777,AR
391,Lynchburg,37.4138,24.32,92,0,0.0,1722824668,US
392,Mountain View,37.3861,20.73,70,0,6.17,1722824959,US
393,Medford,42.3265,33.57,30,18,1.79,1722824818,US
394,Chino,34.0122,31.72,36,20,6.69,1722824941,US
395,Alameda,37.5999,21.47,58,0,5.66,1722824740,US
396,Baldwin Park,34.0853,30.85,37,0,3.6,1722824959,US
397,Upland,34.0975,31.67,32,0,6.69,1722824959,US
398,Folsom,38.678,35.8,23,0,4.12,1722824960,US
399,San Ramon,37.7799,20.11,64,0,5.81,1722824960,US
400,Pleasanton,37.6624,21.28,61,0,5.66,1722824960,US
401,Wyoming,43.0002,26.07,32,43,2.41,1722824960,US
402,Lake Charles,30.2131,28.74,77,0,2.06,1722824960,US
403,Plymouth,41.8334,22.2,90,20,0.0,1722824959,US
404,Bolingbrook,41.6986,25.68,69,20,2.06,1722824960,US
405,Pharr,26.1948,31.24,60,0,5.14,1722824960,US
406,Appleton,44.2619,23.97,78,98,1.92,1722824960,US
407,Gastonia,35.2621,24.59,88,0,1.54,1722824961,US
408,Folsom,38.678,35.8,23,0,4.12,1722824960,US
409,Southfield,42.4734,24.35,75,0,1.54,1722824837,US
410,Rochester,43.1548,22.49,75,0,2.06,1722824850,US
411,New Britain,41.6612,21.51,97,100,1.54,1722824961,US
412,Goodyear,33.4353,42.51,19,4,1.79,1722824961,US
413,Canton,23.1167,33.97,50,84,2.43,1722824952,CN
414,Warner Robins,32.621,26.47,88,0,3.09,1722824961,US
415,Union City,37.5958,19.75,72,75,6.17,1722824961,US
416,Perris,33.7825,33.09,29,0,4.12,1722824701,US
417,Manteca,37.7974,33.05,28,0,4.63,1722824958,US
418,Iowa City,41.6611,27.18,79,0,3.09,1722824814,US
419,Jonesboro,35.8423,26.78,74,0,0.0,1722824849,US
420,Wilmington,34.2257,25.75,88,0,3.09,1722824943,US
421,Lynwood,33.9303,27.47,53,0,6.17,1722824893,US
422,Loveland,40.3978,27.58,44,77,4.47,1722824704,US
423,Pawtucket,41.8787,21.25,90,0,3.09,1722824962,US
424,Boynton Beach,26.5254,25.39,87,40,5.14,1722824676,US
425,Waukesha,43.0333,23.32,77,0,2.06,1722824291,US
426,Gulfport,30.3674,25.97,93,0,2.06,1722824929,US
427,Apple Valley,34.5008,32.11,23,84,6.31,1722824962,US
428,Passaic,41.0668,21.2,94,98,1.63,1722824962,US
429,Rapid City,44.0805,24.82,68,75,5.66,1722824963,US
430,Layton,41.0602,31.06,32,3,0.45,1722824963,US
431,Lafayette,30.2335,29.6,72,0,1.47,1722824695,US
432,Turlock,37.4947,33.93,26,0,6.17,1722824963,US
433,Muncie,40.1934,23.03,86,0,0.0,1722824963,US
434,Temple,31.0982,30.86,55,20,3.09,1722824963,US
435,Kolkata,22.5697,29.97,89,75,3.09,1722824375,IN
436,Siliguri,26.7,26.75,92,100,2.93,1722824384,IN
437,Durgapur,23.4833,28.16,89,40,3.09,1722824963,IN
